Segments
100
,,New Subject:gripper,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,0,-56.802,-102.599,22.9325,1133.22,160.427,847.519
2,0,-55.7974,-102.66,23.0578,1133.06,160.358,847.774
3,0,-55.7963,-102.665,23.0598,1133.06,160.35,847.771
4,0,-55.7851,-102.669,23.0561,1133.06,160.345,847.775
5,0,-55.7875,-102.669,23.0593,1133.06,160.338,847.777
6,0,-55.7691,-102.673,23.0608,1133.06,160.33,847.782
7,0,-55.7681,-102.669,23.0608,1133.06,160.335,847.779
8,0,-55.7513,-102.673,23.0641,1133.06,160.329,847.787
9,0,-55.7364,-102.675,23.0595,1133.06,160.326,847.792
10,0,-55.7343,-102.673,23.0584,1133.06,160.323,847.79
11,0,-55.7262,-102.678,23.0596,1133.07,160.313,847.789
12,0,-55.7211,-102.676,23.0601,1133.08,160.308,847.785
13,0,-55.7992,-102.684,23.0429,1133.07,160.294,847.792
14,0,-55.7541,-102.678,23.0518,1133.08,160.309,847.793
15,0,-55.7472,-102.685,23.0496,1133.07,160.31,847.791
16,0,-55.7546,-102.684,23.0583,1133.08,160.306,847.784
17,0,-55.8016,-102.678,23.0502,1133.09,160.302,847.789
18,0,-55.7515,-102.678,23.0509,1133.08,160.309,847.786
19,0,-55.747,-102.688,23.0503,1133.08,160.307,847.781
20,0,-55.7506,-102.68,23.0497,1133.08,160.309,847.785
21,0,-55.7499,-102.683,23.0537,1133.08,160.302,847.782
22,0,-55.7404,-102.683,23.053,1133.08,160.294,847.789
23,0,-55.7367,-102.687,23.0545,1133.08,160.301,847.784
24,0,-55.7892,-102.683,23.039,1133.08,160.298,847.79
25,0,-55.7468,-102.688,23.0563,1133.08,160.306,847.786
26,0,-55.7513,-102.679,23.0514,1133.08,160.313,847.79
27,0,-55.7528,-102.675,23.0462,1133.08,160.317,847.795
28,0,-55.7438,-102.687,23.0524,1133.08,160.308,847.789
29,0,-55.7484,-102.676,23.0511,1133.08,160.315,847.792
30,0,-55.7444,-102.677,23.054,1133.08,160.315,847.794
31,0,-55.745,-102.67,23.0501,1133.08,160.317,847.791
32,0,-55.738,-102.679,23.0568,1133.08,160.313,847.787
33,0,-55.7251,-102.684,23.0541,1133.08,160.308,847.784
34,0,-55.7331,-102.679,23.0582,1133.08,160.307,847.78
35,0,-55.7212,-102.687,23.0615,1133.08,160.307,847.782
36,0,-55.7212,-102.68,23.0566,1133.08,160.316,847.781
37,0,-55.7154,-102.676,23.0613,1133.09,160.321,847.784
38,0,-55.7084,-102.682,23.06,1133.09,160.314,847.784
39,0,-55.7104,-102.685,23.0637,1133.08,160.306,847.782
40,0,-55.7133,-102.684,23.0596,1133.08,160.308,847.777
41,0,-55.7134,-102.684,23.0618,1133.07,160.304,847.78
42,0,-55.7064,-102.685,23.068,1133.08,160.3,847.784
43,0,-55.7129,-102.686,23.0612,1133.08,160.303,847.781
44,0,-55.711,-102.682,23.0632,1133.08,160.311,847.785
45,0,-55.7064,-102.682,23.063,1133.08,160.313,847.782
46,0,-55.7078,-102.68,23.0651,1133.09,160.313,847.786
47,0,-55.7906,-102.683,23.0447,1133.09,160.294,847.788
48,0,-55.7487,-102.682,23.0515,1133.08,160.304,847.782
49,0,-55.7464,-102.684,23.0536,1133.08,160.295,847.781
50,0,-55.7464,-102.688,23.0499,1133.08,160.297,847.78
51,0,-55.7428,-102.686,23.0538,1133.08,160.291,847.786
52,0,-55.7426,-102.684,23.0539,1133.08,160.297,847.783
53,0,-55.738,-102.689,23.0564,1133.08,160.294,847.779
54,0,-55.7377,-102.688,23.0592,1133.08,160.295,847.781
55,0,-55.7316,-102.684,23.0562,1133.08,160.3,847.78
56,0,-55.7446,-102.673,23.0591,1133.07,160.317,847.78
57,0,-55.8003,-102.678,23.0434,1133.07,160.308,847.787
58,0,-55.7536,-102.678,23.053,1133.07,160.31,847.784
59,0,-55.7544,-102.681,23.0505,1133.07,160.313,847.783
60,0,-55.7531,-102.68,23.0521,1133.06,160.306,847.784
61,0,-55.7571,-102.674,23.05,1133.06,160.306,847.78
62,0,-55.7512,-102.676,23.0495,1133.07,160.296,847.778
63,0,-55.7457,-102.677,23.0482,1133.07,160.3,847.772
64,0,-55.7453,-102.675,23.0548,1133.07,160.298,847.774
65,0,-55.7292,-102.683,23.051,1133.07,160.272,847.765
66,0,-55.7301,-102.682,23.0563,1133.07,160.274,847.764
67,0,-55.7297,-102.673,23.0535,1133.07,160.294,847.771
68,0,-55.7221,-102.68,23.0567,1133.08,160.288,847.764
69,0,-55.7246,-102.68,23.062,1133.07,160.3,847.775
70,0,-55.7206,-102.677,23.0638,1133.07,160.304,847.77
71,0,-55.7104,-102.681,23.0656,1133.07,160.292,847.768
72,0,-55.7122,-102.679,23.0654,1133.07,160.294,847.777
73,0,-55.7075,-102.675,23.0635,1133.06,160.292,847.776
74,0,-55.7117,-102.674,23.0586,1133.06,160.309,847.777
75,0,-55.7814,-102.685,23.0354,1133.07,160.257,847.756
76,0,-55.7871,-102.682,23.0398,1133.07,160.276,847.766
77,0,-55.7417,-102.68,23.0482,1133.07,160.291,847.773
78,0,-55.7507,-102.679,23.0533,1133.07,160.287,847.775
79,0,-55.7471,-102.677,23.0503,1133.06,160.285,847.773
80,0,-55.7528,-102.674,23.0424,1133.05,160.304,847.787
81,0,-55.7512,-102.67,23.0445,1133.06,160.306,847.788
82,0,-55.7444,-102.68,23.0586,1133.07,160.292,847.778
83,0,-55.744,-102.68,23.0608,1133.06,160.306,847.794
84,0,-55.7348,-102.678,23.0535,1133.07,160.312,847.789
85,0,-55.7385,-102.67,23.0574,1133.06,160.321,847.797
86,0,-55.7292,-102.67,23.0483,1133.06,160.317,847.781
87,0,-55.7204,-102.675,23.0567,1133.08,160.298,847.775
88,0,-55.7155,-102.667,23.0503,1133.07,160.317,847.781
89,0,-55.7224,-102.672,23.0634,1133.08,160.313,847.775
90,0,-55.7178,-102.673,23.0543,1133.08,160.32,847.777
91,0,-55.7918,-102.681,23.0392,1133.06,160.289,847.779
92,0,-55.7405,-102.69,23.0473,1133.07,160.278,847.768
93,0,-55.7483,-102.674,23.0439,1133.07,160.29,847.769
94,0,-55.7436,-102.673,23.0414,1133.07,160.292,847.772
