Segments
100
,,New Subject:gripper,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,0,64.6772,173.758,-43.9537,913.529,305.163,787.386
2,0,64.6809,173.762,-43.9528,913.527,305.169,787.388
3,0,64.6876,173.767,-43.9392,913.529,305.157,787.377
4,0,64.6812,173.772,-43.9416,913.531,305.156,787.373
5,0,64.6845,173.764,-43.949,913.543,305.134,787.368
6,0,64.682,173.763,-43.9491,913.555,305.121,787.363
7,0,64.6609,173.77,-43.946,913.582,305.101,787.347
8,0,64.6564,173.766,-43.9527,913.586,305.09,787.35
9,0,64.6487,173.774,-43.9472,913.574,305.093,787.355
10,0,64.6518,173.781,-43.9431,913.589,305.087,787.35
11,0,64.6491,173.786,-43.9395,913.599,305.076,787.345
12,0,64.6466,173.783,-43.9437,913.606,305.067,787.345
13,0,64.6634,173.784,-43.946,913.613,305.05,787.334
14,0,64.6503,173.789,-43.9455,913.618,305.036,787.331
15,0,64.6524,173.779,-43.9545,913.614,305.041,787.339
16,0,64.6438,173.787,-43.9434,913.623,305.051,787.331
17,0,64.6554,173.787,-43.9459,913.618,305.058,787.332
18,0,64.6716,173.783,-43.9587,913.618,305.057,787.338
19,0,64.6639,173.784,-43.9549,913.615,305.055,787.337
20,0,64.651,173.783,-43.9526,913.628,305.055,787.337
21,0,64.641,173.789,-43.9417,913.638,305.053,787.329
22,0,64.6229,173.793,-43.9392,913.637,305.044,787.326
23,0,64.6241,173.799,-43.9273,913.63,305.052,787.322
24,0,64.6447,173.787,-43.9352,913.628,305.06,787.325
25,0,64.6373,173.784,-43.9403,913.627,305.04,787.329
26,0,64.6417,173.787,-43.9395,913.621,305.038,787.331
27,0,64.6363,173.788,-43.9297,913.63,305.043,787.326
28,0,64.6441,173.787,-43.9335,913.628,305.046,787.333
29,0,64.6369,173.785,-43.9419,913.624,305.042,787.343
30,0,64.6442,173.783,-43.9446,913.626,305.043,787.343
31,0,64.6578,173.778,-43.9475,913.616,305.051,787.346
32,0,64.6416,173.785,-43.9387,913.619,305.051,787.345
33,0,64.6434,173.782,-43.9471,913.614,305.052,787.345
34,0,64.6542,173.781,-43.9433,913.616,305.057,787.343
