Segments
100
,,New Subject:gripper,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,0,188.838,91.9106,-28.3532,1064.62,110.15,798.246
2,0,188.841,91.9084,-28.3463,1064.62,110.152,798.252
3,0,188.839,91.9107,-28.355,1064.62,110.15,798.253
4,0,188.841,91.9145,-28.3486,1064.62,110.147,798.258
5,0,188.838,91.9115,-28.3525,1064.62,110.142,798.26
6,0,188.84,91.9119,-28.3477,1064.62,110.142,798.265
7,0,188.847,91.8994,-28.3552,1064.62,110.141,798.266
8,0,188.844,91.9026,-28.3494,1064.61,110.141,798.269
9,0,188.848,91.8958,-28.3457,1064.61,110.141,798.27
10,0,188.843,91.9002,-28.3443,1064.61,110.152,798.277
11,0,188.84,91.9018,-28.3413,1064.61,110.143,798.274
12,0,188.841,91.8953,-28.3431,1064.6,110.144,798.269
13,0,188.839,91.8888,-28.3504,1064.61,110.156,798.271
14,0,188.844,91.8865,-28.3474,1064.6,110.162,798.275
15,0,188.842,91.8917,-28.3414,1064.6,110.16,798.27
16,0,188.842,91.8926,-28.335,1064.6,110.167,798.271
17,0,188.842,91.8847,-28.3374,1064.6,110.169,798.267
18,0,188.84,91.8931,-28.3369,1064.61,110.166,798.267
19,0,188.835,91.8958,-28.3401,1064.61,110.17,798.262
20,0,188.836,91.8955,-28.3423,1064.61,110.156,798.267
21,0,188.838,91.8973,-28.3435,1064.61,110.159,798.273
22,0,188.841,91.8902,-28.3392,1064.61,110.157,798.279
23,0,188.842,91.8905,-28.3395,1064.6,110.153,798.277
24,0,188.839,91.8991,-28.3343,1064.61,110.148,798.279
25,0,188.84,91.9017,-28.3393,1064.6,110.15,798.284
26,0,188.839,91.9067,-28.3396,1064.6,110.137,798.286
27,0,188.848,91.891,-28.3392,1064.6,110.143,798.286
28,0,188.845,91.8903,-28.334,1064.6,110.141,798.283
29,0,188.845,91.8965,-28.333,1064.59,110.139,798.278
30,0,188.844,91.8887,-28.3417,1064.6,110.142,798.283
31,0,188.845,91.8965,-28.336,1064.6,110.141,798.277
32,0,188.841,91.8981,-28.3284,1064.6,110.145,798.277
33,0,188.845,91.8911,-28.3381,1064.6,110.149,798.278
34,0,188.842,91.8852,-28.3387,1064.6,110.152,798.28
35,0,188.844,91.8825,-28.3473,1064.6,110.149,798.276
36,0,188.844,91.8851,-28.3412,1064.6,110.151,798.277
37,0,188.836,91.9022,-28.3391,1064.6,110.15,798.28
38,0,188.842,91.8827,-28.3433,1064.6,110.159,798.283
39,0,188.837,91.8929,-28.3366,1064.59,110.156,798.284
40,0,188.841,91.891,-28.3361,1064.59,110.151,798.279
41,0,188.841,91.897,-28.3327,1064.59,110.148,798.281
42,0,188.839,91.8949,-28.3376,1064.6,110.14,798.284
43,0,188.841,91.901,-28.3336,1064.6,110.142,798.283
44,0,188.844,91.8921,-28.3416,1064.6,110.139,798.278
45,0,188.839,91.8989,-28.3342,1064.6,110.143,798.287
46,0,188.843,91.8875,-28.3423,1064.6,110.145,798.286
47,0,188.834,91.9057,-28.3306,1064.59,110.148,798.285
48,0,188.839,91.9004,-28.3342,1064.61,110.144,798.28
49,0,188.844,91.8941,-28.3363,1064.6,110.15,798.279
50,0,188.839,91.9002,-28.3336,1064.6,110.147,798.279
51,0,188.838,91.9006,-28.3372,1064.6,110.154,798.279
52,0,188.842,91.8885,-28.3379,1064.59,110.169,798.276
53,0,188.833,91.9098,-28.3408,1064.6,110.158,798.267
54,0,188.84,91.8928,-28.3346,1064.6,110.167,798.27
55,0,188.844,91.8912,-28.3387,1064.6,110.166,798.268
56,0,188.836,91.8971,-28.3415,1064.6,110.165,798.266
57,0,188.84,91.8939,-28.336,1064.6,110.17,798.266
58,0,188.84,91.8976,-28.3386,1064.59,110.169,798.271
59,0,188.843,91.89,-28.3394,1064.59,110.167,798.27
60,0,188.842,91.8909,-28.3383,1064.59,110.163,798.269
61,0,188.847,91.8819,-28.3385,1064.59,110.164,798.268
62,0,188.846,91.8871,-28.3441,1064.6,110.161,798.269
63,0,188.843,91.8888,-28.3476,1064.6,110.159,798.272
64,0,188.841,91.9004,-28.337,1064.6,110.15,798.275
65,0,188.842,91.8887,-28.346,1064.6,110.151,798.275
66,0,188.842,91.8897,-28.3404,1064.6,110.144,798.274
67,0,188.851,91.8711,-28.3505,1064.6,110.144,798.275
68,0,188.844,91.8926,-28.3432,1064.6,110.144,798.275
69,0,188.845,91.8886,-28.3411,1064.59,110.138,798.272
70,0,188.841,91.8963,-28.3362,1064.59,110.144,798.277
71,0,188.847,91.8851,-28.3382,1064.59,110.146,798.278
72,0,188.835,91.9012,-28.342,1064.59,110.138,798.278
73,0,188.839,91.8965,-28.3358,1064.6,110.139,798.277
74,0,188.841,91.8986,-28.3379,1064.6,110.146,798.284
75,0,188.838,91.9047,-28.3358,1064.6,110.141,798.282
76,0,188.835,91.9052,-28.3333,1064.6,110.146,798.279
77,0,188.838,91.9001,-28.3368,1064.61,110.14,798.282
78,0,188.841,91.897,-28.3383,1064.6,110.138,798.285
79,0,188.837,91.8984,-28.3463,1064.6,110.144,798.287
80,0,188.836,91.9064,-28.3374,1064.6,110.139,798.284
81,0,188.836,91.9033,-28.3323,1064.61,110.142,798.28
82,0,188.837,91.9033,-28.3375,1064.61,110.139,798.28
83,0,188.834,91.9033,-28.3344,1064.6,110.136,798.279
84,0,188.837,91.901,-28.33,1064.6,110.149,798.286
85,0,188.84,91.8918,-28.3373,1064.6,110.149,798.286
86,0,188.843,91.8925,-28.3297,1064.59,110.152,798.282
87,0,188.838,91.9054,-28.3291,1064.6,110.145,798.285
