Segments
100
,,New Subject:gripper,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,0,170.704,127.215,89.2624,800.887,-191.782,779.856
2,0,170.698,127.214,89.2643,800.892,-191.778,779.848
3,0,170.592,127.238,88.8383,800.609,-191.517,779.667
4,0,170.599,127.228,88.839,800.62,-191.517,779.663
5,0,170.596,127.247,88.8504,800.624,-191.54,779.669
6,0,170.6,127.257,88.8678,800.639,-191.554,779.674
7,0,170.605,127.262,88.8559,800.64,-191.567,779.675
8,0,170.598,127.267,88.8476,800.64,-191.572,779.667
9,0,170.601,127.269,88.8336,800.642,-191.576,779.663
10,0,170.599,127.279,88.8142,800.639,-191.577,779.653
11,0,170.6,127.288,88.8047,800.638,-191.585,779.657
12,0,170.588,127.302,88.8058,800.63,-191.587,779.656
13,0,170.595,127.308,88.7893,800.637,-191.604,779.653
14,0,170.594,127.309,88.7897,800.64,-191.603,779.65
15,0,170.592,127.309,88.7709,800.633,-191.598,779.647
16,0,170.59,127.31,88.7478,800.618,-191.578,779.638
17,0,170.591,127.3,88.7561,800.624,-191.587,779.637
18,0,170.588,127.312,88.7507,800.625,-191.585,779.632
19,0,170.605,127.272,88.7624,800.636,-191.584,779.633
20,0,170.597,127.282,88.765,800.629,-191.581,779.63
21,0,170.595,127.285,88.7719,800.621,-191.587,779.64
22,0,170.588,127.301,88.759,800.621,-191.592,779.638
23,0,170.592,127.294,88.7661,800.625,-191.598,779.64
24,0,170.583,127.31,88.7752,800.619,-191.591,779.642
25,0,170.587,127.307,88.7729,800.62,-191.594,779.651
26,0,170.59,127.312,88.7648,800.621,-191.597,779.648
27,0,170.589,127.311,88.7624,800.62,-191.588,779.645
28,0,170.586,127.296,88.7654,800.622,-191.579,779.637
29,0,170.585,127.305,88.7588,800.619,-191.573,779.632
30,0,170.58,127.305,88.7564,800.616,-191.57,779.625
31,0,170.581,127.31,88.7507,800.616,-191.573,779.622
32,0,170.583,127.294,88.7533,800.615,-191.579,779.622
33,0,170.591,127.296,88.7649,800.615,-191.591,779.635
34,0,170.586,127.311,88.7543,800.612,-191.603,779.633
35,0,170.583,127.32,88.7706,800.614,-191.598,779.647
36,0,170.585,127.32,88.7666,800.615,-191.61,779.648
37,0,170.588,127.313,88.761,800.618,-191.609,779.647
38,0,170.59,127.305,88.7666,800.625,-191.598,779.64
39,0,170.593,127.298,88.7644,800.625,-191.589,779.634
40,0,170.573,127.318,88.752,800.616,-191.576,779.625
41,0,170.58,127.307,88.7548,800.613,-191.573,779.624
42,0,170.582,127.3,88.7557,800.62,-191.58,779.616
43,0,170.591,127.281,88.7572,800.618,-191.583,779.618
44,0,170.593,127.292,88.7627,800.622,-191.586,779.626
45,0,170.592,127.295,88.7618,800.613,-191.596,779.633
46,0,170.593,127.294,88.7679,800.622,-191.602,779.636
47,0,170.594,127.292,88.773,800.618,-191.596,779.641
48,0,170.591,127.3,88.7752,800.623,-191.588,779.634
49,0,170.59,127.287,88.7772,800.622,-191.578,779.633
50,0,170.585,127.296,88.7575,800.622,-191.567,779.617
51,0,170.584,127.291,88.7531,800.615,-191.56,779.613
52,0,170.588,127.285,88.75,800.622,-191.559,779.609
53,0,170.586,127.293,88.7531,800.614,-191.562,779.621
54,0,170.581,127.306,88.7483,800.615,-191.574,779.621
55,0,170.588,127.301,88.7534,800.609,-191.579,779.631
56,0,170.595,127.301,88.7612,800.62,-191.587,779.636
57,0,170.597,127.299,88.7662,800.618,-191.596,779.648
58,0,170.588,127.314,88.7663,800.614,-191.597,779.65
59,0,170.594,127.298,88.7736,800.62,-191.593,779.649
60,0,170.592,127.309,88.7544,800.624,-191.589,779.641
61,0,170.593,127.302,88.7595,800.624,-191.578,779.636
62,0,170.586,127.309,88.7607,800.619,-191.572,779.637
63,0,170.585,127.306,88.7486,800.622,-191.573,779.628
64,0,170.59,127.298,88.7453,800.62,-191.575,779.63
65,0,170.585,127.303,88.7468,800.62,-191.576,779.629
66,0,170.589,127.309,88.7559,800.62,-191.587,779.636
67,0,170.584,127.314,88.7457,800.619,-191.591,779.633
68,0,170.59,127.304,88.7623,800.617,-191.594,779.64
69,0,170.589,127.304,88.7616,800.62,-191.588,779.639
70,0,170.583,127.316,88.7583,800.614,-191.595,779.64
71,0,170.575,127.332,88.7409,800.609,-191.597,779.634
72,0,170.586,127.313,88.7473,800.609,-191.597,779.636
73,0,170.587,127.312,88.7472,800.621,-191.597,779.63
74,0,170.589,127.321,88.7501,800.615,-191.601,779.642
75,0,170.596,127.296,88.7553,800.627,-191.599,779.636
76,0,170.594,127.291,88.7646,800.628,-191.595,779.64
77,0,170.589,127.3,88.7605,800.624,-191.598,779.64
78,0,170.59,127.308,88.7553,800.618,-191.595,779.642
79,0,170.599,127.295,88.7584,800.628,-191.587,779.635
80,0,170.581,127.319,88.7627,800.615,-191.579,779.638
81,0,170.583,127.31,88.7537,800.618,-191.574,779.624
82,0,170.585,127.305,88.7482,800.612,-191.577,779.623
83,0,170.587,127.287,88.7519,800.617,-191.579,779.619
84,0,170.594,127.279,88.7456,800.61,-191.583,779.618
85,0,170.585,127.299,88.7417,800.605,-191.585,779.619
86,0,170.582,127.32,88.7433,800.598,-191.589,779.629
87,0,170.592,127.304,88.7418,800.607,-191.588,779.627
88,0,170.591,127.307,88.747,800.603,-191.588,779.632
89,0,170.588,127.312,88.738,800.604,-191.58,779.629
90,0,170.583,127.308,88.7427,800.606,-191.572,779.626
91,0,170.583,127.299,88.7439,800.611,-191.564,779.619
92,0,170.581,127.305,88.7511,800.612,-191.563,779.617
93,0,170.574,127.314,88.7437,800.618,-191.564,779.611
94,0,170.586,127.307,88.7526,800.612,-191.573,779.625
95,0,170.586,127.315,88.7423,800.61,-191.587,779.631
96,0,170.585,127.318,88.7432,800.608,-191.603,779.635
97,0,170.589,127.318,88.7514,800.603,-191.601,779.644
98,0,170.59,127.32,88.7491,800.606,-191.601,779.644
99,0,170.585,127.325,88.7681,800.608,-191.59,779.648
100,0,170.598,127.286,88.7561,800.616,-191.577,779.629
101,0,170.592,127.296,88.7514,800.614,-191.563,779.623
102,0,170.586,127.29,88.7509,800.622,-191.552,779.619
103,0,170.576,127.306,88.7449,800.615,-191.546,779.61
104,0,170.582,127.302,88.7384,800.618,-191.561,779.612
105,0,170.586,127.301,88.7516,800.62,-191.57,779.621
106,0,170.584,127.313,88.7636,800.612,-191.589,779.635
107,0,170.587,127.312,88.77,800.619,-191.607,779.646
108,0,170.594,127.313,88.7662,800.616,-191.62,779.653
109,0,170.602,127.297,88.7626,800.618,-191.618,779.655
110,0,170.594,127.305,88.7711,800.615,-191.605,779.652
111,0,170.589,127.303,88.7745,800.621,-191.586,779.645
112,0,170.588,127.303,88.7554,800.615,-191.577,779.631
113,0,170.589,127.28,88.7512,800.625,-191.558,779.618
114,0,170.591,127.267,88.7466,800.619,-191.551,779.609
115,0,170.594,127.264,88.7436,800.628,-191.555,779.608
116,0,170.586,127.288,88.7544,800.62,-191.566,779.62
117,0,170.592,127.277,88.7487,800.626,-191.581,779.621
118,0,170.594,127.285,88.7583,800.621,-191.599,779.63
119,0,170.603,127.29,88.753,800.627,-191.607,779.633
120,0,170.593,127.303,88.7577,800.618,-191.611,779.646
121,0,170.597,127.295,88.7668,800.621,-191.597,779.643
122,0,170.586,127.307,88.7537,800.613,-191.591,779.636
123,0,170.595,127.283,88.7556,800.613,-191.574,779.63
124,0,170.596,127.265,88.757,800.62,-191.564,779.62
125,0,170.585,127.288,88.7639,800.612,-191.55,779.622
126,0,170.598,127.271,88.7518,800.62,-191.56,779.613
127,0,170.593,127.275,88.7616,800.619,-191.559,779.617
128,0,170.595,127.282,88.7468,800.622,-191.582,779.623
129,0,170.597,127.288,88.7683,800.62,-191.586,779.641
130,0,170.607,127.268,88.7667,800.623,-191.598,779.641
131,0,170.6,127.284,88.7578,800.625,-191.603,779.642
132,0,170.601,127.287,88.773,800.628,-191.6,779.649
133,0,170.595,127.302,88.7665,800.622,-191.594,779.641
134,0,170.586,127.296,88.7736,800.619,-191.575,779.636
135,0,170.597,127.277,88.7567,800.632,-191.576,779.621
136,0,170.578,127.305,88.7461,800.61,-191.565,779.622
137,0,170.591,127.266,88.7642,800.625,-191.564,779.621
138,0,170.583,127.277,88.7591,800.616,-191.567,779.623
139,0,170.58,127.302,88.7453,800.614,-191.575,779.62
140,0,170.596,127.293,88.7574,800.621,-191.586,779.631
141,0,170.588,127.311,88.7513,800.616,-191.589,779.633
142,0,170.589,127.306,88.7537,800.612,-191.598,779.64
143,0,170.59,127.308,88.7533,800.615,-191.595,779.641
144,0,170.597,127.293,88.7531,800.622,-191.59,779.639
145,0,170.591,127.304,88.7528,800.622,-191.581,779.634
146,0,170.581,127.313,88.7427,800.612,-191.574,779.629
147,0,170.58,127.304,88.7495,800.615,-191.57,779.624
148,0,170.585,127.294,88.7544,800.619,-191.564,779.628
149,0,170.593,127.273,88.7574,800.623,-191.572,779.623
150,0,170.596,127.281,88.7504,800.617,-191.58,779.631
151,0,170.586,127.306,88.7451,800.612,-191.583,779.632
152,0,170.595,127.283,88.7492,800.612,-191.587,779.634
153,0,170.59,127.301,88.7635,800.619,-191.587,779.644
154,0,170.595,127.287,88.7619,800.615,-191.582,779.642
155,0,170.588,127.301,88.7558,800.617,-191.582,779.641
156,0,170.594,127.285,88.7595,800.616,-191.581,779.636
157,0,170.593,127.279,88.7541,800.622,-191.576,779.633
