Segments
100
,,New Subject:gripper,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,0,151.185,-77.0209,61.5112,595.259,282.574,774.436
2,0,151.185,-77.0661,61.4693,595.322,282.452,774.411
3,0,151.247,-77.0747,61.3993,595.285,282.406,774.39
4,0,151.235,-77.0811,61.3883,595.29,282.294,774.319
5,0,151.135,-77.069,61.5192,595.327,282.217,774.329
6,0,151.151,-77.0734,61.5102,595.353,282.209,774.336
7,0,151.153,-77.06,61.5312,595.386,282.219,774.327
8,0,151.146,-77.0369,61.5543,595.393,282.264,774.321
9,0,151.15,-77.0129,61.5677,595.386,282.32,774.307
10,0,151.157,-77.01,61.5696,595.392,282.391,774.343
11,0,151.209,-77.0064,61.5123,595.385,282.446,774.317
12,0,151.23,-76.992,61.5129,595.345,282.509,774.33
13,0,151.227,-76.9733,61.5442,595.32,282.527,774.338
14,0,151.185,-76.9884,61.5744,595.339,282.509,774.371
15,0,151.237,-76.9785,61.549,595.273,282.548,774.379
16,0,151.229,-76.9857,61.5526,595.269,282.529,774.386
17,0,151.194,-77.0129,61.562,595.323,282.459,774.38
18,0,151.198,-77.0249,61.5448,595.332,282.424,774.373
19,0,151.221,-77.0179,61.5193,595.288,282.44,774.365
20,0,151.225,-77.0185,61.5261,595.299,282.44,774.376
21,0,151.22,-77.0294,61.5098,595.308,282.418,774.35
22,0,151.211,-77.0313,61.5064,595.326,282.41,774.337
23,0,151.231,-77.0297,61.4995,595.316,282.442,774.358
24,0,151.217,-77.0229,61.5077,595.321,282.446,774.347
25,0,151.226,-77.0184,61.4989,595.314,282.471,774.341
26,0,151.195,-77.0303,61.5212,595.357,282.451,774.351
27,0,151.203,-77.0163,61.5286,595.347,282.474,774.371
28,0,151.197,-77.0084,61.5454,595.349,282.472,774.356
29,0,151.198,-77.0023,61.5505,595.355,282.478,774.358
30,0,151.242,-76.988,61.5361,595.31,282.521,774.376
31,0,151.239,-76.9937,61.5276,595.333,282.485,774.357
32,0,151.238,-77.0005,61.5319,595.38,282.436,774.336
33,0,151.22,-77.0147,61.5168,595.401,282.384,774.317
34,0,151.167,-77.0043,61.5904,595.359,282.342,774.31
35,0,151.158,-77.0232,61.579,595.364,282.295,774.306
36,0,151.156,-77.0215,61.5806,595.358,282.309,774.33
37,0,151.164,-77.016,61.5831,595.346,282.315,774.324
38,0,151.164,-77.0233,61.5692,595.31,282.344,774.326
39,0,151.207,-77.032,61.5211,595.323,282.364,774.335
40,0,151.206,-77.0192,61.5307,595.279,282.431,774.35
41,0,151.177,-77.0023,61.587,595.277,282.475,774.387
42,0,151.155,-76.9863,61.6275,595.285,282.511,774.407
43,0,151.157,-76.9724,61.6348,595.272,282.541,774.405
44,0,151.162,-76.9593,61.645,595.275,282.567,774.402
45,0,151.176,-76.9521,61.6283,595.259,282.601,774.396
