Segments
100
,,New Subject:gripper,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,0,195.415,86.7713,-17.7712,964.814,141.178,802.267
2,0,195.412,86.7749,-17.7737,964.799,141.174,802.276
3,0,195.41,86.7845,-17.7684,964.787,141.162,802.276
4,0,195.41,86.7884,-17.763,964.774,141.152,802.282
5,0,195.413,86.7961,-17.7561,964.773,141.137,802.281
6,0,195.411,86.7933,-17.7536,964.771,141.127,802.286
7,0,195.415,86.7838,-17.7495,964.778,141.131,802.293
8,0,195.418,86.7674,-17.7598,964.788,141.126,802.294
9,0,195.415,86.754,-17.7648,964.803,141.139,802.292
10,0,195.417,86.7473,-17.7658,964.814,141.144,802.288
11,0,195.416,86.7371,-17.7661,964.819,141.141,802.286
12,0,195.415,86.7444,-17.7598,964.821,141.133,802.283
13,0,195.415,86.7496,-17.7514,964.815,141.117,802.292
14,0,195.416,86.758,-17.74,964.801,141.098,802.3
15,0,195.414,86.7724,-17.743,964.793,141.083,802.313
16,0,195.417,86.7822,-17.7378,964.785,141.065,802.321
17,0,195.419,86.7769,-17.7412,964.779,141.054,802.337
18,0,195.427,86.7703,-17.7402,964.783,141.058,802.341
19,0,195.426,86.7685,-17.746,964.791,141.064,802.337
20,0,195.426,86.7648,-17.7467,964.793,141.08,802.327
21,0,195.422,86.7613,-17.7515,964.788,141.099,802.32
22,0,195.415,86.7648,-17.7437,964.781,141.122,802.308
23,0,195.416,86.7437,-17.7461,964.798,141.141,802.282
24,0,195.412,86.7404,-17.7457,964.8,141.149,802.264
25,0,195.413,86.7384,-17.747,964.808,141.158,802.263
26,0,195.412,86.7457,-17.7465,964.815,141.164,802.266
27,0,195.412,86.7471,-17.75,964.819,141.169,802.272
28,0,195.416,86.7382,-17.7594,964.817,141.173,802.289
29,0,195.414,86.7509,-17.7583,964.817,141.16,802.298
30,0,195.418,86.7564,-17.753,964.812,141.145,802.306
31,0,195.415,86.7587,-17.7528,964.803,141.133,802.305
32,0,195.421,86.7518,-17.7443,964.794,141.124,802.303
33,0,195.416,86.7659,-17.7491,964.787,141.12,802.315
34,0,195.412,86.7764,-17.7372,964.783,141.104,802.307
35,0,195.414,86.7615,-17.7463,964.787,141.101,802.303
36,0,195.415,86.7629,-17.7474,964.786,141.114,802.313
37,0,195.416,86.7474,-17.7518,964.794,141.121,802.302
38,0,195.418,86.74,-17.7463,964.799,141.112,802.294
39,0,195.417,86.7514,-17.7482,964.802,141.12,802.297
40,0,195.417,86.7402,-17.7397,964.799,141.124,802.289
41,0,195.414,86.7498,-17.7401,964.789,141.128,802.29
42,0,195.415,86.7496,-17.7359,964.794,141.111,802.287
43,0,195.415,86.7561,-17.7323,964.787,141.103,802.294
44,0,195.415,86.766,-17.7402,964.782,141.099,802.313
45,0,195.416,86.77,-17.7396,964.784,141.093,802.318
46,0,195.419,86.7722,-17.7382,964.795,141.092,802.32
47,0,195.419,86.7752,-17.7404,964.797,141.094,802.321
48,0,195.417,86.7759,-17.7516,964.801,141.101,802.319
49,0,195.418,86.7607,-17.7479,964.804,141.12,802.304
50,0,195.417,86.7494,-17.7463,964.815,141.143,802.29
51,0,195.409,86.7482,-17.7509,964.821,141.158,802.269
52,0,195.406,86.7403,-17.7544,964.82,141.168,802.254
53,0,195.416,86.7183,-17.7492,964.832,141.176,802.252
54,0,195.417,86.7201,-17.7483,964.831,141.172,802.257
55,0,195.41,86.7249,-17.75,964.823,141.153,802.258
56,0,195.409,86.7325,-17.755,964.823,141.127,802.269
57,0,195.413,86.7518,-17.7501,964.815,141.109,802.292
58,0,195.416,86.755,-17.7394,964.811,141.087,802.307
59,0,195.418,86.7619,-17.7418,964.804,141.064,802.333
60,0,195.423,86.7645,-17.7418,964.806,141.037,802.342
61,0,195.422,86.7716,-17.7439,964.803,141.016,802.351
62,0,195.419,86.781,-17.7488,964.798,140.998,802.359
63,0,195.424,86.7624,-17.7546,964.802,140.988,802.359
64,0,195.414,86.7884,-17.7501,964.8,140.997,802.362
65,0,195.417,86.781,-17.7406,964.805,141.004,802.355
66,0,195.417,86.7749,-17.7457,964.808,141.012,802.345
67,0,195.416,86.7771,-17.7375,964.811,141.015,802.33
68,0,195.42,86.7589,-17.7377,964.815,141.041,802.328
69,0,195.415,86.759,-17.7446,964.808,141.047,802.32
70,0,195.412,86.765,-17.7405,964.81,141.06,802.319
71,0,195.41,86.7597,-17.7466,964.819,141.062,802.308
72,0,195.411,86.7645,-17.7411,964.811,141.083,802.302
73,0,195.414,86.7576,-17.7428,964.812,141.093,802.307
74,0,195.412,86.7602,-17.7432,964.808,141.096,802.297
75,0,195.41,86.7669,-17.7446,964.816,141.1,802.294
76,0,195.415,86.7507,-17.7444,964.818,141.11,802.292
77,0,195.409,86.7498,-17.7495,964.822,141.104,802.284
78,0,195.414,86.7274,-17.7461,964.824,141.11,802.283
79,0,195.415,86.7327,-17.7402,964.825,141.103,802.285
80,0,195.416,86.7257,-17.7428,964.836,141.083,802.291
81,0,195.416,86.7342,-17.7463,964.839,141.061,802.309
82,0,195.419,86.7365,-17.7524,964.843,141.022,802.321
83,0,195.421,86.7521,-17.749,964.839,140.972,802.339
84,0,195.417,86.765,-17.7516,964.824,140.944,802.368
85,0,195.415,86.7821,-17.7522,964.818,140.907,802.383
86,0,195.421,86.7886,-17.752,964.811,140.866,802.398
87,0,195.416,86.8043,-17.7531,964.8,140.841,802.414
88,0,195.416,86.8119,-17.7503,964.788,140.84,802.429
89,0,195.417,86.8218,-17.7445,964.778,140.841,802.429
90,0,195.416,86.8172,-17.7504,964.777,140.853,802.422
91,0,195.417,86.8068,-17.7472,964.777,140.88,802.402
92,0,195.419,86.7945,-17.7533,964.787,140.927,802.381
93,0,195.419,86.7742,-17.7515,964.784,140.988,802.353
94,0,195.419,86.7631,-17.7432,964.791,141.045,802.324
95,0,195.416,86.7538,-17.7408,964.8,141.094,802.291
96,0,195.415,86.7295,-17.7435,964.815,141.144,802.261
97,0,195.41,86.7222,-17.7466,964.818,141.19,802.229
98,0,195.41,86.7046,-17.7436,964.833,141.221,802.207
99,0,195.406,86.7002,-17.7516,964.838,141.229,802.196
100,0,195.407,86.6971,-17.7542,964.857,141.23,802.195
101,0,195.412,86.6873,-17.7592,964.852,141.211,802.208
102,0,195.411,86.7013,-17.7579,964.855,141.174,802.233
103,0,195.414,86.715,-17.7521,964.849,141.123,802.27
104,0,195.416,86.7391,-17.7467,964.852,141.042,802.305
105,0,195.426,86.7518,-17.74,964.841,140.974,802.349
106,0,195.418,86.7744,-17.7509,964.826,140.892,802.384
107,0,195.419,86.8091,-17.7468,964.809,140.821,802.424
108,0,195.416,86.8286,-17.753,964.797,140.778,802.465
109,0,195.419,86.8271,-17.7522,964.785,140.742,802.474
110,0,195.418,86.8342,-17.7495,964.776,140.712,802.48
111,0,195.415,86.8438,-17.7416,964.762,140.729,802.486
112,0,195.412,86.8347,-17.7437,964.753,140.757,802.471
113,0,195.411,86.8306,-17.7459,964.76,140.794,802.445
114,0,195.41,86.8048,-17.7483,964.764,140.854,802.419
115,0,195.412,86.7842,-17.7393,964.791,140.913,802.376
116,0,195.411,86.7715,-17.7364,964.817,140.977,802.338
117,0,195.417,86.731,-17.7399,964.842,141.04,802.309
118,0,195.415,86.7219,-17.746,964.865,141.094,802.282
119,0,195.414,86.702,-17.7572,964.877,141.134,802.27
120,0,195.414,86.6809,-17.7681,964.893,141.144,802.253
121,0,195.408,86.7049,-17.7588,964.885,141.133,802.255
122,0,195.41,86.7155,-17.7537,964.876,141.125,802.282
123,0,195.415,86.7284,-17.7442,964.87,141.069,802.287
124,0,195.41,86.7583,-17.7365,964.849,141.019,802.316
125,0,195.414,86.7563,-17.7402,964.827,140.967,802.351
126,0,195.414,86.7792,-17.7399,964.812,140.909,802.374
127,0,195.41,86.8043,-17.7385,964.801,140.855,802.397
128,0,195.413,86.812,-17.7446,964.792,140.821,802.426
129,0,195.411,86.8109,-17.7467,964.791,140.784,802.439
130,0,195.412,86.8224,-17.7402,964.794,140.771,802.441
131,0,195.41,86.8238,-17.7488,964.806,140.758,802.441
132,0,195.414,86.8146,-17.744,964.806,140.772,802.447
133,0,195.413,86.7983,-17.7575,964.816,140.786,802.439
134,0,195.413,86.8038,-17.7481,964.818,140.807,802.425
135,0,195.411,86.8032,-17.7437,964.821,140.848,802.412
136,0,195.415,86.7889,-17.748,964.821,140.875,802.39
137,0,195.42,86.772,-17.7399,964.817,140.917,802.377
138,0,195.419,86.7508,-17.7387,964.821,140.953,802.352
139,0,195.415,86.7429,-17.7338,964.817,140.974,802.327
140,0,195.415,86.7272,-17.7347,964.825,140.996,802.308
141,0,195.418,86.7205,-17.7359,964.837,141.003,802.296
